ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_1_PRE_KG,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2017,03,APURIMAC,06,CHINCHEROS,07,URANMARCA,14632,00095,10,1,2,6,65.5928571428571,1,1,1,1,MAIZ AMILACEO,2108,CHOCHOCA,4108,0,800,ARROBA,1,11.5,0,000, , , , ,0,800,0,000, 
2015,03,APURIMAC,06,CHINCHEROS,07,URANMARCA,14632,00112,0011,1,2,6,70.6384615385,1,1,1,1,MAIZ AMILACEO,                                    2108,JORA,4121,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000, 
2017,03,APURIMAC,06,CHINCHEROS,07,URANMARCA,14632,00124,12,1,2,6,65.5928571428571,1,1,1,1,MAIZ AMILACEO,2108,CHOCHOCA,4108,1,500,ARROBA,1,11.5,0,000, , , , ,1,500,0,000, 
2017,03,APURIMAC,06,CHINCHEROS,07,URANMARCA,14632,00140,14,1,2,6,65.5928571428571,1,1,1,1,CEBADA GRANO,2104,HARINA DE CEBADA,4113,1,500,ARROBA,1,11.5,0,000, , , , ,1,500,0,000, 
2017,03,APURIMAC,06,CHINCHEROS,07,URANMARCA,14632,00140,14,1,2,6,65.5928571428571,1,1,1,2,TRIGO,"2104,2",MORON,4124,2,000,ARROBA,1,11.5,0,000, , , , ,1,700,0,300, 
2017,03,APURIMAC,06,CHINCHEROS,07,URANMARCA,14632,00140,14,1,2,6,65.5928571428571,1,1,1,3,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,0,500,ARROBA,1,11.5,0,000, , , , ,0,500,0,000, 
2017,03,APURIMAC,06,CHINCHEROS,07,URANMARCA,14632,00140,14,1,2,6,65.5928571428571,1,1,1,4,MAIZ AMILACEO,2108,CHOCHOCA,4108,1,500,ARROBA,1,11.5,0,000, , , , ,1,500,0,000, 
2017,03,APURIMAC,06,CHINCHEROS,07,URANMARCA,14632,00140,14,1,2,6,65.5928571428571,1,1,1,5,TRIGO,2113,HARINA DE TRIGO,4118,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000, 
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00002,1,1,2,6,64.8720565149137,1,1,1,1, , ,CHOCHOCA,4108,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00002,1,1,2,6,64.8720565149137,1,1,1,2, , ,HARINA DE TRIGO,4118,1,000,SACO,19,100,0,000, , , , ,1,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00002,1,1,2,6,64.8720565149137,1,1,1,3, , ,HARINA DE HABA,4114,3,000,ARROBA,1,11.5,0,000, , , , ,3,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00009,2,1,2,6,64.8720565149137,1,1,1,1, , ,HARINA DE MAIZ,4115,1,000,SACO,19,60,0,000, , , , ,1,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00009,2,1,2,6,64.8720565149137,1,1,1,2, , ,HARINA DE TRIGO,4118,1,000,SACO,19,100,0,000, , , , ,1,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00010,3,1,2,6,64.8720565149137,1,1,1,1, , ,CHOCHOCA,4108,3,000,ARROBA,1,11.5,0,000, , , , ,3,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00010,3,1,2,6,64.8720565149137,1,1,1,2, , ,HARINA DE MAIZ,4115,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00023,5,1,2,6,64.8720565149137,1,1,1,1, , ,CHOCHOCA,4108,4,000,ARROBA,1,11.5,0,000, , , , ,4,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00023,5,1,2,6,64.8720565149137,1,1,1,2, , ,HARINA DE TRIGO,4118,1,000,SACO,19,100,0,000, , , , ,1,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00023,5,1,2,6,64.8720565149137,1,1,1,3, , ,HARINA DE MAIZ,4115,1,000,SACO,19,72,0,000, , , , ,1,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00023,5,1,2,6,64.8720565149137,1,1,1,4, , ,HARINA DE HABA,4114,0,500,SACO,19,96,0,000, , , , ,0,500,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00026,6,1,2,6,64.8720565149137,1,1,1,1, , ,HARINA DE MAIZ,4115,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00026,6,1,2,6,64.8720565149137,1,1,1,2, , ,CHOCHOCA,4108,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00032,7,1,2,6,64.8720565149137,1,1,1,1, , ,HARINA DE TRIGO,4118,1,000,SACO,19,100,0,000, , , , ,1,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00035,8,1,2,6,64.8720565149137,1,1,1,1, , ,CHOCHOCA,4108,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00035,8,1,2,6,64.8720565149137,1,1,1,2, , ,HARINA DE TRIGO,4118,1,000,SACO,19,100,0,000, , , , ,1,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00044,9,1,2,6,64.8720565149137,1,1,1,1, , ,HARINA DE MAIZ,4115,3,000,ARROBA,1,11.5,0,000, , , , ,3,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00044,9,1,2,6,64.8720565149137,1,1,1,2, , ,HARINA DE TRIGO,4118,1,500,SACO,19,60,0,000, , , , ,1,500,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00044,9,1,2,6,64.8720565149137,1,1,1,3, , ,CHOCHOCA,4108,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00054,10,1,2,6,64.8720565149137,1,1,1,1, , ,CHOCHOCA,4108,4,000,ARROBA,1,11.5,0,000, , , , ,4,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00062,11,1,2,6,64.8720565149137,1,1,1,1, , ,CHOCHOCA,4108,3,000,ARROBA,1,11.5,0,000, , , , ,3,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00072,12,1,2,6,64.8720565149137,1,1,1,1, , ,CHOCHOCA,4108,2,000,ARROBA,1,11.5,0,000, , , , ,1,500,0,500,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14633,00079,13,1,2,6,64.8720565149137,1,1,1,1, , ,HARINA DE TRIGO,4118,1,000,SACO,19,100,0,000, , , , ,1,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14635,00066,6,1,2,6,64.8720565149137,1,1,1,1, , ,CHOCHOCA,4108,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14635,00066,6,1,2,6,64.8720565149137,1,1,1,2, , ,JORA,4121,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000,00
2014,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14635,00126,11,1,2,6,64.8720565149137,1,1,1,1, , ,CHOCHOCA,4108,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000,00
2022,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14637,00004,1,1,2, , ,1,1,1,1,TRIGO,2113,HARINA DE TRIGO,4118,2,500,ARROBA,1,11.5,0,000, , , , ,2,500,0,000, 
2022,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14637,00020,3,1,2, , ,1,1,1,1,HABA GRANO SECO,2505,HARINA DE HABA,4114,1,500,SACO,19,100,0,000, , , , ,1,500,0,000, 
2022,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14637,00020,3,1,2, , ,1,1,1,2,TRIGO,2113,HARINA DE TRIGO,4118,0,500,SACO,19,100,0,000, , , , ,0,500,0,000, 
2022,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14637,00040,6,1,2, , ,1,1,1,1,TRIGO,2113,HARINA DE TRIGO,4118,3,000,SACO,19,120,0,000, , , , ,3,000,0,000, 
2022,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14637,00047,8,1,2, , ,1,1,1,1,TRIGO,2113,HARINA DE TRIGO,4118,2,500,SACO,19,50,0,000, , , , ,2,500,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00005,1,1,2,6,65.5928571428571,1,1,1,1,TRIGO,2113,MORON,4124,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00009,1,1,2,6,70.6384615384615,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,13,500,KILO,12,1,0,000, , , , ,9,500,4,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00009,1,1,2,6,70.6384615384615,1,1,1,2,HABA GRANO SECO,2505,HARINA DE HABA,4114,9,000,KILO,12,1,0,000, , , , ,6,000,3,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00009,1,1,2,6,70.6384615384615,1,1,1,3,QUINUA,2111,HARINA DE QUINUA,4117,1,500,KILO,12,1,0,000, , , , ,1,500,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00012,2,1,2,6,70.6384615384615,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,10,000,KILO,12,1,0,000, , , , ,8,000,2,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00012,2,1,2,6,70.6384615384615,1,1,1,2,TRIGO,2113,HARINA DE TRIGO,4118,46,000,KILO,12,1,0,000, , , , ,36,000,10,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00024,2,1,2,6,65.5928571428571,1,1,1,1,HABA GRANO SECO,2505,HARINA DE HABA,4114,1,800,KILO,12,1,0,000, , , , ,1,800,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00030,3,1,2,6,65.5928571428571,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,3,000,ARROBA,1,11.5,0,000, , , , ,3,000,0,000, 
2015,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00032,0003,1,2,6,65.5928571429,1,1,1,1,MAIZ AMILACEO,                                    2108,JORA,4121,20,000,KILO,12,1,0,000, , , , ,15,000,5,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00033,3,1,2,6,70.6384615384615,1,1,1,1,CEBADA GRANO,2104,MORON,4124,11,000,KILO,12,1,0,000, , , , ,11,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00039,4,1,2,6,65.5928571428571,1,1,1,1,HABA GRANO SECO,2505,HARINA DE HABA,4114,3,000,ARROBA,1,11.5,0,000, , , , ,3,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00039,4,1,2,6,65.5928571428571,1,1,1,2,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,1,500,ARROBA,1,11.5,0,000, , , , ,1,500,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00042,4,1,2,6,70.6384615384615,1,1,1,1,HABA GRANO SECO,2505,HARINA DE HABA,4114,15,000,KILO,12,1,0,000, , , , ,10,000,5,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00042,4,1,2,6,70.6384615384615,1,1,1,2,TRIGO,2113,HARINA DE TRIGO,4118,72,000,KILO,12,1,0,000, , , , ,70,000,2,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00042,4,1,2,6,70.6384615384615,1,1,1,3,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,20,000,KILO,12,1,0,000, , , , ,20,000,0,000, 
2015,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00043,0004,1,2,6,65.5928571429,1,1,1,1,MAIZ AMILACEO,                                    2108,JORA,4121,25,000,KILO,12,1,0,000, , , , ,25,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00050,5,1,2,6,65.5928571428571,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,3,000,ARROBA,1,11.5,0,000, , , , ,3,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00050,5,1,2,6,65.5928571428571,1,1,1,2,TRIGO,2113,MORON,4124,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00050,5,1,2,6,65.5928571428571,1,1,1,3,TRIGO,2113,HARINA DE TRIGO,4118,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00050,5,1,2,6,65.5928571428571,1,1,1,4,HABA GRANO SECO,2505,HARINA DE HABA,4114,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00050,5,1,2,6,65.5928571428571,1,1,1,5,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000, 
2018,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00053,4,1,2,6,70.6384615384615,1,1,1,1,MAIZ AMILACEO,2108,CHOCHOCA,4108,8,000,ARROBA,1,11.5,0,000, , , , ,8,000,0,000, 
2018,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00053,4,1,2,6,70.6384615384615,1,1,1,2,MAIZ AMILACEO,2108,JORA,4121,8,000,ARROBA,1,11.5,0,000, , , , ,8,000,0,000, 
2015,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00054,0005,1,2,6,65.5928571429,1,1,1,1,MAIZ AMILACEO,                                    2108,JORA,4121,12,000,KILO,12,1,0,000, , , , ,12,000,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00055,5,1,2,6,70.6384615384615,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,63,000,KILO,12,1,0,000, , , , ,53,000,10,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00061,6,1,2,6,65.5928571428571,1,1,1,1,TRIGO,2113,MORON,4124,0,500,ARROBA,1,11.5,0,000, , , , ,0,500,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00061,6,1,2,6,65.5928571428571,1,1,1,2,TRIGO,2113,HARINA DE TRIGO,4118,0,500,ARROBA,1,11.5,0,000, , , , ,0,500,0,000, 
2015,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00064,0006,1,2,6,65.5928571429,1,1,1,1,MAIZ AMILACEO,                                    2108,JORA,4121,30,000,KILO,12,1,0,000, , , , ,30,000,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00065,6,1,2,6,70.6384615384615,1,1,1,1,HABA GRANO SECO,2505,HARINA DE HABA,4114,20,000,KILO,12,1,0,000, , , , ,15,000,5,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00065,6,1,2,6,70.6384615384615,1,1,1,2,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,40,000,KILO,12,1,0,000, , , , ,38,000,2,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00074,7,1,2,6,65.5928571428571,1,1,1,1,HABA GRANO SECO,2505,HARINA DE HABA,4114,1,500,ARROBA,1,11.5,0,000, , , , ,1,500,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00074,7,1,2,6,65.5928571428571,1,1,1,2,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,3,000,ARROBA,1,11.5,0,000, , , , ,3,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00074,7,1,2,6,65.5928571428571,1,1,1,3,TRIGO,2113,MORON,4124,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000, 
2015,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00080,0008,1,2,6,65.5928571429,1,1,1,1,MAIZ AMILACEO,                                    2108,JORA,4121,25,000,KILO,12,1,0,000, , , , ,25,000,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00081,7,1,2,6,70.6384615384615,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,9,000,KILO,12,1,0,000, , , , ,9,000,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00081,7,1,2,6,70.6384615384615,1,1,1,2,MAIZ AMILACEO,2108,JORA,4121,128,000,LITRO,14,1,0,000, , , , ,128,000,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00081,7,1,2,6,70.6384615384615,1,1,1,3,TRIGO,2113,HARINA DE TRIGO,4118,38,000,KILO,12,1,0,000, , , , ,30,000,8,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00097,9,1,2,6,65.5928571428571,1,1,1,1,MAIZ AMILACEO,2108,JORA,4121,0,500,ARROBA,1,11.5,0,000, , , , ,0,500,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00097,9,1,2,6,65.5928571428571,1,1,1,2,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00097,9,1,2,6,65.5928571428571,1,1,1,3,CEBADA GRANO,2104,HARINA DE CEBADA,4113,10,000,KILO,12,1,0,000, , , , ,10,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00111,10,1,2,6,65.5928571428571,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,1,500,ARROBA,1,11.5,0,000, , , , ,1,500,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00112,9,1,2,6,70.6384615384615,1,1,1,1,HABA GRANO SECO,2505,HARINA DE HABA,4114,18,000,KILO,12,1,0,000, , , , ,15,000,3,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00112,9,1,2,6,70.6384615384615,1,1,1,2,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,27,000,KILO,12,1,0,000, , , , ,24,000,3,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00112,9,1,2,6,70.6384615384615,1,1,1,3,MAIZ AMILACEO,2108,JORA,4121,512,000,LITRO,14,1,0,000, , , , ,480,000,32,000, 
2015,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00116,0011,1,2,6,65.5928571429,1,1,1,1,MAIZ AMILACEO,                                    2108,JORA,4121,30,000,KILO,12,1,0,000, , , , ,30,000,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00118,10,1,2,6,70.6384615384615,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,9,000,KILO,12,1,0,000, , , , ,9,000,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00118,10,1,2,6,70.6384615384615,1,1,1,2,TRIGO,2113,HARINA DE TRIGO,4118,12,000,KILO,12,1,0,000, , , , ,12,000,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00118,10,1,2,6,70.6384615384615,1,1,1,3,TRIGO,2113,MORON,4124,4,000,KILO,12,1,0,000, , , , ,4,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00130,11,1,2,6,65.5928571428571,1,1,0,1,HABA GRANO SECO,2505,HARINA DE HABA,4114,7,000,KILO,12,1,0,000, , , , ,7,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00130,11,1,2,6,65.5928571428571,1,1,0,2,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000, 
2018,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00132,12,1,2,6,70.6384615384615,1,1,1,1,MAIZ AMILACEO,2108,CHOCHOCA,4108,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000, 
2015,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00134,0012,1,2,6,65.5928571429,1,1,1,1,MAIZ AMILACEO,                                    2108,CHOCHOCA,4108,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00135,11,1,2,6,70.6384615384615,1,1,0,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,9,000,KILO,12,1,0,000, , , , ,5,000,4,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00135,11,1,2,6,70.6384615384615,1,1,0,2,HABA GRANO SECO,2505,HARINA DE HABA,4114,4,000,KILO,12,1,0,000, , , , ,3,000,1,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00135,11,1,2,6,70.6384615384615,1,1,0,3,TRIGO,2113,HARINA DE TRIGO,4118,8,000,KILO,12,1,0,000, , , , ,7,000,1,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00145,12,1,2,6,65.5928571428571,1,1,1,1,HABA GRANO SECO,2505,HARINA DE HABA,4114,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00145,12,1,2,6,65.5928571428571,1,1,1,2,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000, 
2018,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00149,13,1,2,6,70.6384615384615,1,1,1,1,MAIZ AMILACEO,2108,CHOCHOCA,4108,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000, 
2015,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00150,0013,1,2,6,65.5928571429,1,1,1,1,MAIZ AMILACEO,                                    2108,JORA,4121,30,000,KILO,12,1,0,000, , , , ,30,000,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00161,13,1,2,6,70.6384615384615,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,14,000,KILO,12,1,0,000, , , , ,12,000,2,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00161,13,1,2,6,70.6384615384615,1,1,1,2,TRIGO,2113,HARINA DE TRIGO,4118,9,000,KILO,12,1,0,000, , , , ,6,000,3,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00164,14,1,2,6,70.6384615384615,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,10,000,KILO,12,1,0,000, , , , ,10,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00171,14,1,2,6,65.5928571428571,1,1,1,1,HABA GRANO SECO,2505,HARINA DE HABA,4114,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00171,14,1,2,6,65.5928571428571,1,1,1,2,MAIZ AMILACEO,2108,JORA,4121,0,500,ARROBA,1,11.5,0,000, , , , ,0,500,0,000, 
2016,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14639,00171,14,1,2,6,65.5928571428571,1,1,1,3,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000, 
2022,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14646,00015,3,1,2, , ,1,1,0,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,1,000,SACO,19,80,0,000, , , , ,0,500,0,500, 
2022,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14646,00024,6,1,2, , ,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,0,500,SACO,19,50,0,000, , , , ,0,500,0,000, 
2022,03,APURIMAC,02,ANDAHUAYLAS,02,ANDARAPA,14646,00076,12,1,2, , ,1,1,1,1,KIWICHA,2106,HARINA DE KIWICHA,8888,40,000,KILOGRAMO,12,1,0,000, , , , ,40,000,0,000, 
2017,03,APURIMAC,02,ANDAHUAYLAS,19,KAQUIABAMBA,14654,00003,1,1,2,6,65.5928571428571,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,0,500,ARROBA,1,11.5,0,000, , , , ,0,500,0,000, 
2018,03,APURIMAC,02,ANDAHUAYLAS,19,KAQUIABAMBA,14654,00011,1,1,2,6,70.6384615384615,1,1,1,1,MAIZ AMILACEO,2108,CHOCHOCA,4108,18,000,KILO,12,1,0,000, , , , ,18,000,0,000, 
2018,03,APURIMAC,02,ANDAHUAYLAS,19,KAQUIABAMBA,14654,00011,1,1,2,6,70.6384615384615,1,1,1,2,MAIZ AMILACEO,2108,JORA,4121,18,000,KILO,12,1,0,000, , , , ,18,000,0,000, 
2019,03,APURIMAC,02,ANDAHUAYLAS,19,KAQUIABAMBA,14654,00019,2,1,2,6,70.6384615384615,1,1,1,1,MAIZ AMILACEO,2108,CHOCHOCA,4108,35,000,KILO,12,1,0,000, , , , ,35,000,0,000, 
2019,03,APURIMAC,02,ANDAHUAYLAS,19,KAQUIABAMBA,14654,00019,2,1,2,6,70.6384615384615,1,1,1,2,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,35,000,KILO,12,1,0,000, , , , ,35,000,0,000, 
